Категория;Подкатегория;Группа;Подгруппа;Товар;Бренд;Максимальная продажная цена;Средняя цена продажи (руб)
135. Сыры;135.16. Деликатесные, десертные сыры;135.16.32. Сыры из смешанного, козьего, овечьего молока;135.16.32.16. Сыры из смешанного молока шт;БЗМЖ Сыр Шевр из козьего молока с пров.трав в масле 45% 250г;Coeur du Nord; 389 ; 372 
135. Сыры;135.19. Плавленые, копченые, колбасные  сыры;135.19.11. Плавленый сыр;135.19.11.14. Сыр плавленый ванночка;БЗМЖ Сыр плав Viola с лососем 35% 400г Россия;Viola; 389 ; 244 
135. Сыры;135.19. Плавленые, копченые, колбасные  сыры;135.19.15. Колбасный сыр;135.19.15.12. Сыр колбасный весовой;БЗМЖ Сыр плавленый ОПК Колбасный копченый 40% 1кг Россия;ОПК; 389 ;
135. Сыры;135.21. Сыры с ЗМЖ;135.21.11. Сыры с ЗМЖ;135.21.11.12. Сыры с ЗМЖ  шт;СЗМЖ Продукт сырный Новый Сулугуни 45% 1кг Россия;Новый; 389 ;
135. Сыры;135.19. Плавленые, копченые, колбасные  сыры;135.19.18. Копченый сыр;135.19.18.12. Сыр копченый весовой;Сыр Грюнландер Копченый 48% кг;Hochland; 386 ;
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.12. Сыры сычужные полутвердые весовые;Сыр Ламбер легкий 15%, кг;Ламбер; 384 ;
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.23. Промо, in-out;БЗМЖ Сыр Truffle с трюфелем ТМ Excelsior 45% 180г Россия;Excelsior; 384 ; 304 
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.23. Промо, in-out;БЗМЖ Сыр мягкий с голубой плесенью Botticello Горгонзола с маскарпоне 55% 150 г;Botticello; 384 ;
135. Сыры;135.13. Творожные и рассольные сыры;135.13.13. Сулугуни, чечил, адыгейский;135.13.13.12. Сулугуни, чечил, адыгейский весовые;Сыр Ореол Альпийский дыня и ананас 45% 1кг Россия;Ореол; 384 ;
135. Сыры;135.13. Творожные и рассольные сыры;135.13.13. Сулугуни, чечил, адыгейский;135.13.13.12. Сулугуни, чечил, адыгейский весовые;Сыр Пан Ступка Адыгейский 45% 1кг Россия;Пан Ступка; 384 ;
135. Сыры;135.13. Творожные и рассольные сыры;135.13.13. Сулугуни, чечил, адыгейский;135.13.13.15. Сулугуни, чечил, адыгейский шт;БЗМЖ Сыр Адыгейский  с базиликом Предгорье Кавказа 45% 300г Россия;Предгорье Кавказа; 384 ;
135. Сыры;135.13. Творожные и рассольные сыры;135.13.13. Сулугуни, чечил, адыгейский;135.13.13.15. Сулугуни, чечил, адыгейский шт;БЗМЖ Сыр Адыгейский с паприкой Предгорье Кавказа 45% 300г Россия;Предгорье Кавказа; 384 ;
135. Сыры;135.13. Творожные и рассольные сыры;135.13.13. Сулугуни, чечил, адыгейский;135.13.13.15. Сулугуни, чечил, адыгейский шт;БЗМЖ Сыр Николаевские сыроварни Сулугуни 45% 300г Россия;Сыры Кубани; 384 ; 267 
135. Сыры;135.16. Деликатесные, десертные сыры;135.16.20. Сыры белая плесень;135.16.20.16. Прочие сыры с белой плесенью (шт);БЗМЖ Сыр мягкий  MINI SNACK  LA FRANAISE  President 60% 90г;President; 384 ; 221 
135. Сыры;135.16. Деликатесные, десертные сыры;135.16.20. Сыры белая плесень;135.16.20.18. Камамбер (шт);БЗМЖ Сыр Калория Камамбер с куркумой 125г Россия;Калория; 384 ; 322 
135. Сыры;135.16. Деликатесные, десертные сыры;135.16.23. Сыры голубая плесень;135.16.23.16. Сыры голубая плесень шт;БЗМЖ Мягкий сыр с голубой плесенью Блю Крема 70% 140 гр;Сыроварня Рубцова; 384 ;
135. Сыры;135.16. Деликатесные, десертные сыры;135.16.23. Сыры голубая плесень;135.16.23.16. Сыры голубая плесень шт;Сыр Schonfeld Blue с голубой плесенью 54% 180г Аргентина;Schonfeld; 384 ;
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.12. Сыры сычужные полутвердые весовые;Сыр Сметанковой Сырныч 50% . кг;Сырныч; 380 ;
135. Сыры;135.10. Сычужные сыры;135.10.12. Сыры сычужные твердые;135.10.12.15. Сыры сычужные твердые шт;БЗМЖ Сыр Moloko Group Петит Премьер 48% 200г Россия;Moloko Group; 379 ;
135. Сыры;135.10. Сычужные сыры;135.10.12. Сыры сычужные твердые;135.10.12.15. Сыры сычужные твердые шт;БЗМЖ Сыр Пармезан 9мес 40% 100г колотый Россия;Laime; 379 ; 234 
135. Сыры;135.10. Сычужные сыры;135.10.12. Сыры сычужные твердые;135.10.12.15. Сыры сычужные твердые шт;БЗМЖ Сыр твердый Palermo мдж 40% 180г;Палермо; 379 ; 251 
135. Сыры;135.10. Сычужные сыры;135.10.12. Сыры сычужные твердые;135.10.12.15. Сыры сычужные твердые шт;БЗМЖ Сыр твердый Бельстер Пармезан 40%, 195г;Белебеевский; 379 ; 275 
135. Сыры;135.10. Сычужные сыры;135.10.12. Сыры сычужные твердые;135.10.12.15. Сыры сычужные твердые шт;БЗМЖ Сыр твердый ДЮРР Целлер Эконива 6 месяцев 55% 200 г;Эконива; 379 ; 358 
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.12. Сыры сычужные полутвердые весовые;Сыр Сливочный . кг;Не бренд; 379 ;
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.15. Сыры сычужные полутвердые шт;БЗМЖ Сыр Качотта OKEY Selection лисички жар лук 50% 200г;О'кей; 379 ; 304 
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.15. Сыры сычужные полутвердые шт;БЗМЖ Сыр Маасдам 45% 200 г ТМ Киприно Россия;Киприно; 379 ; 287 
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.15. Сыры сычужные полутвердые шт;БЗМЖ Сыр Честер 45% выдерж 4 мес Сыроварни Йонаса 250г;Сыроварни Йонаса; 379 ; 337 
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.15. Сыры сычужные полутвердые шт;Сыр Simonge с итальянскими травами 50% 160г Россия;Россия; 379 ;
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.15. Сыры сычужные полутвердые шт;Сыр Simonge с пикантными специями 50% 160г Россия;Россия; 379 ;
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.18. Сыры сычужные полутвердые нарезка шт;БЗМЖ  Сыр ТЫСЯЧА ОЗЁР Легкий 30% нарезка 250г;Тысяча озер; 379 ; 297 
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.18. Сыры сычужные полутвердые нарезка шт;БЗМЖ Сыр Schonfeld Swiss Chedder 48% нарезка 125г;Schonfeld; 379 ;
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.18. Сыры сычужные полутвердые нарезка шт;БЗМЖ Сыр Российский ОКЕЙ Daily 50% 350г нарезка;ТЧН!; 379 ; 288 
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.18. Сыры сычужные полутвердые нарезка шт;БЗМЖ Сыр ТЫСЯЧА ОЗЕР Сливочный 50% нарезка 250г;Тысяча озер; 379 ; 291 
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.23. Промо, in-out;БЗМЖ Сыр Качотта  45% ТМ Relaggio 240 г;Не бренд; 379 ;
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.23. Промо, in-out;БЗМЖ Сыр Качотта с пажитником  45% ТМ Relaggio 240 г;Не бренд; 379 ;
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.23. Промо, in-out;БЗМЖ Сыр мягкий President Camembert Grill с белой плесенью 45% 125г l;President; 379 ; 274 
135. Сыры;135.13. Творожные и рассольные сыры;135.13.12. Фета, брынза;135.13.12.15. Фета, брынза шт;БЗМЖ Сыр Hochland Фетакса плавленый без рассола 400г;Хохланд; 379 ; 287 
135. Сыры;135.13. Творожные и рассольные сыры;135.13.13. Сулугуни, чечил, адыгейский;135.13.13.12. Сулугуни, чечил, адыгейский весовые;БЗМЖ Сыр ОПК Закавказский 45% 1кг фас Россия;ОПК; 379 ;
